Row_ID,Host_Name,Planet_Name,Number_of_Planets_in_System,Orbital_Period_days,Semi_Major_Axis_AU,Planet_Radius_jupiter_Radii,Distance_to_Star_pc,Effective_temperature_K,Stellar_Mass_solar_Mass,st_sp,st_spstr
2347,Kepler-282,Kepler-282 c,4,13.638723,0.106,0.107,1048,5602,,,
2348,Kepler-282,Kepler-282 d,4,24.806,,0.219,1048,5602,,,
2349,Kepler-282,Kepler-282 e,4,44.347,,0.277,1048,5602,,,
2350,Kepler-283,Kepler-283 b,2,11.008151,0.082,0.19,453,4351,,,
2351,Kepler-283,Kepler-283 c,2,92.743711,0.341,0.162,453,4351,,,
2352,Kepler-284,Kepler-284 b,2,12.699149,0.104,0.2,1219,5615,,,
2353,Kepler-284,Kepler-284 c,2,37.514456,0.213,0.233,1219,5615,,,
2354,Kepler-285,Kepler-285 b,2,2.633867,0.036,0.12,789,5411,,,
2355,Kepler-285,Kepler-285 c,2,6.186676,0.064,0.1,789,5411,,,
2356,Kepler-286,Kepler-286 b,4,1.796302,0.027,0.111,1281,5580,,,
2357,Kepler-286,Kepler-286 c,4,3.468095,0.042,0.122,1281,5580,,,
2358,Kepler-286,Kepler-286 d,4,5.914323,0.061,0.119,1281,5580,,,
2359,Kepler-286,Kepler-286 e,4,29.221289,0.176,0.158,1281,5580,,,
2360,Kepler-287,Kepler-287 b,2,20.342199,0.145,0.208,866,5806,,5.7,K7 V
2361,Kepler-287,Kepler-287 c,2,44.851896,0.246,0.291,866,5806,,5.7,K7 V
2362,Kepler-288,Kepler-288 b,3,6.097326,0.065,0.149,1176,5918,,,
2363,Kepler-288,Kepler-288 c,3,19.305772,0.14,0.254,1176,5918,,,
2364,Kepler-288,Kepler-288 d,3,56.633742,0.287,0.238,1176,5918,,,
2365,Kepler-289,Kepler-289 b,3,34.545,0.21,0.192,700,5990,1.08,,
2366,Kepler-289,Kepler-289 c,3,125.8518,0.51,1.034,700,5990,1.08,,
2367,Kepler-289,Kepler-289 d,3,66.0634,0.33,0.239,700,5990,1.08,,
2368,Kepler-29,Kepler-29 b,2,10.3384,,0.299,1400,5701,0.98,,
2369,Kepler-29,Kepler-29 c,2,13.2884,,0.28,1400,5701,0.98,,
2370,Kepler-290,Kepler-290 b,2,14.589347,0.11,0.201,741,5147,,,
2371,Kepler-290,Kepler-290 c,2,36.77031,0.205,0.241,741,5147,,,
2372,Kepler-291,Kepler-291 b,2,3.546511,0.047,0.193,1296,6002,,,
2373,Kepler-291,Kepler-291 c,2,5.700786,0.065,0.168,1296,6002,,,
2374,Kepler-292,Kepler-292 b,5,2.580827,0.035,0.118,1051,5299,,,
2375,Kepler-292,Kepler-292 c,5,3.715335,0.045,0.131,1051,5299,,,
2376,Kepler-292,Kepler-292 d,5,7.055679,0.068,0.199,1051,5299,,,
2377,Kepler-292,Kepler-292 e,5,11.97901,0.097,0.238,1051,5299,,,
2378,Kepler-292,Kepler-292 f,5,20.834237,0.141,0.21,1051,5299,,,
2379,Kepler-293,Kepler-293 b,2,19.254196,0.144,0.274,1068,5804,,,
2380,Kepler-293,Kepler-293 c,2,54.155743,0.286,0.342,1068,5804,,,
2381,Kepler-294,Kepler-294 b,2,3.701212,0.048,0.158,1364,5913,,,
2382,Kepler-294,Kepler-294 c,2,6.6264,0.071,0.242,1364,5913,,,
2383,Kepler-295,Kepler-295 b,3,12.645164,0.099,0.109,630,5603,,,
2384,Kepler-295,Kepler-295 c,3,21.526258,0.142,0.104,630,5603,,,
2385,Kepler-295,Kepler-295 d,3,33.884054,0.192,0.121,630,5603,,,
2386,Kepler-296,Kepler-296 b,5,10.864384,0.079,0.144,226,3740,0.5,6.2,M2 V
2387,Kepler-296,Kepler-296 c,5,5.8416366,0.0521,0.178,226,3740,0.5,6.2,M2 V
2388,Kepler-296,Kepler-296 d,5,19.850291,0.118,0.186,226,3740,0.5,6.2,M2 V
2389,Kepler-296,Kepler-296 e,5,34.14211,0.169,0.136,226,3740,0.5,6.2,M2 V
2390,Kepler-296,Kepler-296 f,5,63.33627,0.255,0.161,226,3740,0.5,6.2,M2 V
2391,Kepler-297,Kepler-297 b,2,38.871826,0.217,0.256,745,5619,,,
2392,Kepler-297,Kepler-297 c,2,74.920137,0.336,0.583,745,5619,,,
2393,Kepler-298,Kepler-298 b,3,10.475464,0.08,0.175,504,4465,,,
2394,Kepler-298,Kepler-298 c,3,22.92881,0.136,0.172,504,4465,,,
2395,Kepler-298,Kepler-298 d,3,77.473633,0.305,0.223,504,4465,,,
2396,Kepler-299,Kepler-299 b,4,2.927128,0.04,0.118,1024,5617,,,
2397,Kepler-299,Kepler-299 c,4,6.885875,0.07,0.236,1024,5617,,,
2398,Kepler-299,Kepler-299 d,4,15.054786,0.118,0.166,1024,5617,,,
2399,Kepler-299,Kepler-299 e,4,38.285489,0.22,0.167,1024,5617,,,
2400,Kepler-30,Kepler-30 b,3,29.33434,0.18,0.348,1400,5498,0.99,,
2401,Kepler-30,Kepler-30 c,3,60.323105,0.3,1.097,1400,5498,0.99,,
2402,Kepler-30,Kepler-30 d,3,143.34394,0.5,0.785,1400,5498,0.99,,
2403,Kepler-300,Kepler-300 b,2,10.446347,0.094,0.149,872,5986,,,
2404,Kepler-300,Kepler-300 c,2,40.714955,0.232,0.201,872,5986,,,
2405,Kepler-301,Kepler-301 b,3,2.508553,0.036,0.12,742,5815,,,
2406,Kepler-301,Kepler-301 c,3,5.419026,0.06,0.12,742,5815,,,
2407,Kepler-301,Kepler-301 d,3,13.751243,0.112,0.156,742,5815,,,
2408,Kepler-302,Kepler-302 b,2,30.184104,0.193,0.362,1433,5740,,,
2409,Kepler-302,Kepler-302 c,2,127.282184,0.503,1.111,1433,5740,,,
2410,Kepler-303,Kepler-303 b,2,1.937055,0.024,0.079,175,3944,,6,M0 V
2411,Kepler-303,Kepler-303 c,2,7.061149,0.057,0.102,175,3944,,6,M0 V
2412,Kepler-304,Kepler-304 b,4,3.295709,0.039,0.255,483,4731,,,
2413,Kepler-304,Kepler-304 c,4,5.315946,0.054,0.194,483,4731,,,
2414,Kepler-304,Kepler-304 d,4,9.653471,0.08,0.245,483,4731,,,
2415,Kepler-304,Kepler-304 e,4,1.49914695,,0.107,483,4731,,,
2416,Kepler-305,Kepler-305 b,3,5.487,,0.321,864,5100,,,
2417,Kepler-305,Kepler-305 c,3,8.291,,0.294,864,5100,,,
2418,Kepler-305,Kepler-305 d,3,16.738661,0.121,0.242,864,5100,,,
2419,Kepler-306,Kepler-306 b,4,4.646186,0.05,0.136,753,4954,,,
2420,Kepler-306,Kepler-306 c,4,7.240193,0.067,0.21,753,4954,,,
2421,Kepler-306,Kepler-306 d,4,17.326644,0.12,0.22,753,4954,,,
2422,Kepler-306,Kepler-306 e,4,44.840975,0.227,0.203,753,4954,,,
2423,Kepler-307,Kepler-307 b,2,10.4208,,0.217,600,5367,0.91,,
2424,Kepler-307,Kepler-307 c,2,13.0729,,0.196,600,5367,0.91,,
2425,Kepler-308,Kepler-308 b,2,9.694928,0.09,0.189,1284,5895,,,
2426,Kepler-308,Kepler-308 c,2,15.38231,0.123,0.193,1284,5895,,,
2427,Kepler-309,Kepler-309 b,2,5.923653,0.059,0.139,524,4713,,6,M0 V
2428,Kepler-309,Kepler-309 c,2,105.356383,0.401,0.224,524,4713,,6,M0 V
2429,Kepler-31,Kepler-31 b,3,20.8613,0.16,0.491,2100,6340,1.21,,
2430,Kepler-31,Kepler-31 c,3,42.6318,0.26,0.473,2100,6340,1.21,,
2431,Kepler-31,Kepler-31 d,3,87.6451,0.4,0.348,2100,6340,1.21,,
2432,Kepler-310,Kepler-310 b,3,13.930698,0.111,0.106,634,5797,,,
2433,Kepler-310,Kepler-310 c,3,56.47542,0.281,0.302,634,5797,,,
2434,Kepler-310,Kepler-310 d,3,92.876125,0.392,0.22,634,5797,,,
2435,Kepler-311,Kepler-311 b,2,9.176092,0.087,0.152,774,5905,,,
2436,Kepler-311,Kepler-311 c,2,19.738286,0.145,0.128,774,5905,,,
2437,Kepler-312,Kepler-312 b,2,1.772419,0.031,0.115,569,6115,,,
2438,Kepler-312,Kepler-312 c,2,19.747412,0.153,0.281,569,6115,,,
2439,Kepler-313,Kepler-313 b,2,14.970418,0.125,0.226,954,5727,,,
2440,Kepler-313,Kepler-313 c,2,32.273273,0.208,0.229,954,5727,,,
2441,Kepler-314,Kepler-314 b,2,2.461069,0.035,0.074,263,5378,,,
2442,Kepler-314,Kepler-314 c,2,5.960392,0.064,0.259,263,5378,,,
2443,Kepler-315,Kepler-315 b,2,96.101141,0.402,0.336,1112,5796,,,
2444,Kepler-315,Kepler-315 c,2,265.469335,0.791,0.37,1112,5796,,,
2445,Kepler-316,Kepler-316 b,2,2.240508,0.027,0.095,342,4204,,,
2446,Kepler-316,Kepler-316 c,2,6.827766,0.058,0.103,342,4204,,,
2447,Kepler-317,Kepler-317 b,2,5.524242,0.061,0.186,1220,5497,,,
2448,Kepler-317,Kepler-317 c,2,8.77501,0.083,0.153,1220,5497,,,
2449,Kepler-318,Kepler-318 b,2,4.662715,0.056,0.42,463,5746,,,
2450,Kepler-318,Kepler-318 c,2,11.815007,0.105,0.328,463,5746,,,
2451,Kepler-319,Kepler-319 b,3,4.362705,0.051,0.145,549,5526,,,
2452,Kepler-319,Kepler-319 c,3,6.941357,0.069,0.235,549,5526,,,
2453,Kepler-319,Kepler-319 d,3,31.781925,0.191,0.204,549,5526,,,
2454,Kepler-32,Kepler-32 b,5,5.90124,0.05,0.196,303,3900,0.58,6.1,M1 V
2455,Kepler-32,Kepler-32 c,5,8.7522,0.09,0.178,303,3900,0.58,6.1,M1 V
2456,Kepler-32,Kepler-32 d,5,22.7802,0.13,0.241,303,3900,0.58,6.1,M1 V
2457,Kepler-32,Kepler-32 e,5,2.896,0.033,0.134,303,3900,0.58,6.1,M1 V
2458,Kepler-32,Kepler-32 f,5,0.74296,0.013,0.073,303,3900,0.58,6.1,M1 V
2459,Kepler-320,Kepler-320 b,2,8.371554,0.085,0.102,1022,6435,,,
2460,Kepler-320,Kepler-320 c,2,17.934937,0.142,0.122,1022,6435,,,
2461,Kepler-321,Kepler-321 b,2,4.915379,0.057,0.158,377,5740,,,
2462,Kepler-321,Kepler-321 c,2,13.093921,0.11,0.207,377,5740,,,
2463,Kepler-322,Kepler-322 b,2,1.653888,0.027,0.09,428,5388,,,
2464,Kepler-322,Kepler-322 c,2,4.337234,0.051,0.149,428,5388,,,
2465,Kepler-323,Kepler-323 b,2,1.678327,0.028,0.128,473,5987,,,
2466,Kepler-323,Kepler-323 c,2,3.553822,0.046,0.145,473,5987,,,
2467,Kepler-324,Kepler-324 b,2,4.385315,0.05,0.102,492,5194,,,
2468,Kepler-324,Kepler-324 c,2,51.805612,0.26,0.281,492,5194,,,
2469,Kepler-325,Kepler-325 b,3,4.544439,0.053,0.26,883,5752,,,
2470,Kepler-325,Kepler-325 c,3,12.762172,0.105,0.227,883,5752,,,
2471,Kepler-325,Kepler-325 d,3,38.715185,0.22,0.249,883,5752,,,
2472,Kepler-326,Kepler-326 b,3,2.248329,0.032,0.136,355,5105,,,
2473,Kepler-326,Kepler-326 c,3,4.580358,0.051,0.125,355,5105,,,
2474,Kepler-326,Kepler-326 d,3,6.766888,0.066,0.108,355,5105,,,
2475,Kepler-327,Kepler-327 b,3,2.549575,0.029,0.099,217,3799,,,
2476,Kepler-327,Kepler-327 c,3,5.212333,0.047,0.092,217,3799,,,
2477,Kepler-327,Kepler-327 d,3,13.969457,0.09,0.154,217,3799,,,
2478,Kepler-328,Kepler-328 b,2,34.921,,0.205,2078,5914,1.1,,
2479,Kepler-328,Kepler-328 c,2,71.312,,0.482,2078,5914,1.1,,
2480,Kepler-329,Kepler-329 b,2,7.416397,0.061,0.125,338,4257,,,
2481,Kepler-329,Kepler-329 c,2,18.684737,0.113,0.172,338,4257,,,
2482,Kepler-33,Kepler-33 b,5,5.66793,0.0677,0.155,1113,5904,1.29,,
2483,Kepler-33,Kepler-33 c,5,13.17562,0.1189,0.285,1113,5904,1.29,,
2484,Kepler-33,Kepler-33 d,5,21.77596,0.1662,0.477,1113,5904,1.29,,
2485,Kepler-33,Kepler-33 e,5,31.7844,0.2138,0.359,1113,5904,1.29,,
2486,Kepler-33,Kepler-33 f,5,41.02902,0.2535,0.398,1113,5904,1.29,,
2487,Kepler-330,Kepler-330 b,2,8.25978,0.075,0.12,686,5117,,,
2488,Kepler-330,Kepler-330 c,2,15.955387,0.116,0.174,686,5117,,,
2489,Kepler-331,Kepler-331 b,3,8.457496,0.065,0.162,626,4347,,,
2490,Kepler-331,Kepler-331 c,3,17.28111,0.105,0.164,626,4347,,,
2491,Kepler-331,Kepler-331 d,3,32.134328,0.159,0.146,626,4347,,,
2492,Kepler-332,Kepler-332 b,3,7.626324,0.07,0.104,372,4955,,,
2493,Kepler-332,Kepler-332 c,3,15.995622,0.114,0.097,372,4955,,,
2494,Kepler-332,Kepler-332 d,3,34.21154,0.189,0.105,372,4955,,,
2495,Kepler-333,Kepler-333 b,2,12.551158,0.087,0.118,300,4259,,,
2496,Kepler-333,Kepler-333 c,2,24.08821,0.135,0.099,300,4259,,,
2497,Kepler-334,Kepler-334 b,3,5.470319,0.061,0.1,473,5828,,,
2498,Kepler-334,Kepler-334 c,3,12.758005,0.107,0.128,473,5828,,,
2499,Kepler-334,Kepler-334 d,3,25.09849,0.168,0.126,473,5828,,,
2500,Kepler-335,Kepler-335 b,2,6.562331,0.075,0.302,1174,5877,,,
2501,Kepler-335,Kepler-335 c,2,67.844469,0.356,0.274,1174,5877,,,
2502,Kepler-336,Kepler-336 b,3,2.024823,0.033,0.091,721,5867,,,
2503,Kepler-336,Kepler-336 c,3,9.600001,0.092,0.187,721,5867,,,
2504,Kepler-336,Kepler-336 d,3,20.678772,0.154,0.211,721,5867,,,
2505,Kepler-337,Kepler-337 b,2,3.292781,0.045,0.137,518,5684,,,
2506,Kepler-337,Kepler-337 c,2,9.693201,0.093,0.183,518,5684,,,
2507,Kepler-338,Kepler-338 b,4,13.726976,0.117,0.218,568,5923,,,
2508,Kepler-338,Kepler-338 c,4,24.310856,0.172,0.209,568,5923,,,
2509,Kepler-338,Kepler-338 d,4,44.431014,0.257,0.268,568,5923,,,
2510,Kepler-338,Kepler-338 e,4,9.341,,0.139,568,5923,,,
2511,Kepler-339,Kepler-339 b,3,4.977656,0.055,0.127,722,5631,,,
2512,Kepler-339,Kepler-339 c,3,6.988055,0.069,0.103,722,5631,,,
2513,Kepler-339,Kepler-339 d,3,10.558345,0.091,0.104,722,5631,,,
2514,Kepler-34,Kepler-34 b,1,288.822,1.0896,0.764,1499,5913,1.05,,
2515,Kepler-340,Kepler-340 b,2,14.844387,0.134,0.226,1060,6620,,,
2516,Kepler-340,Kepler-340 c,2,22.824669,0.178,0.301,1060,6620,,,
2517,Kepler-341,Kepler-341 b,4,5.195528,0.06,0.105,873,6012,,,
2518,Kepler-341,Kepler-341 c,4,8.01041,0.08,0.152,873,6012,,,
2519,Kepler-341,Kepler-341 d,4,27.666313,0.182,0.165,873,6012,,,
2520,Kepler-341,Kepler-341 e,4,42.473269,0.242,0.178,873,6012,,,
2521,Kepler-342,Kepler-342 b,4,15.170318,0.128,0.201,772,6175,,,
2522,Kepler-342,Kepler-342 c,4,26.234138,0.185,0.175,772,6175,,,
2523,Kepler-342,Kepler-342 d,4,39.459357,0.242,0.222,772,6175,,,
2524,Kepler-342,Kepler-342 e,4,1.64422461,,0.079,772,6175,,,
2525,Kepler-343,Kepler-343 b,2,8.96855,0.088,0.215,987,5807,,,
2526,Kepler-343,Kepler-343 c,2,23.22182,0.167,0.18,987,5807,,,
2527,Kepler-344,Kepler-344 b,2,21.963945,0.153,0.233,1027,5774,,,
2528,Kepler-344,Kepler-344 c,2,125.596809,0.488,0.263,1027,5774,,,
2529,Kepler-345,Kepler-345 b,2,7.415563,0.066,0.066,260,4504,,,
2530,Kepler-345,Kepler-345 c,2,9.387427,0.077,0.107,260,4504,,,
2531,Kepler-346,Kepler-346 b,2,6.511127,0.071,0.237,1032,6033,,,
2532,Kepler-346,Kepler-346 c,2,23.851549,0.168,0.274,1032,6033,,,
2533,Kepler-347,Kepler-347 b,2,12.79836,0.11,0.176,950,6088,,,
2534,Kepler-347,Kepler-347 c,2,27.320871,0.183,0.156,950,6088,,,
2535,Kepler-348,Kepler-348 b,2,7.05677,0.076,0.136,623,6177,,,
2536,Kepler-348,Kepler-348 c,2,17.265427,0.138,0.119,623,6177,,,
2537,Kepler-349,Kepler-349 b,2,5.929778,0.065,0.17,1172,5956,,,
2538,Kepler-349,Kepler-349 c,2,12.247629,0.105,0.175,1172,5956,,,
2539,Kepler-35,Kepler-35 b,1,131.458,0.60347,0.728,1645,5606,0.89,,
2540,Kepler-350,Kepler-350 b,3,11.189562,0.104,0.165,931,6186,,,
2541,Kepler-350,Kepler-350 c,3,17.849,,0.277,931,6186,,,
2542,Kepler-350,Kepler-350 d,3,26.136,,0.25,931,6186,,,
2543,Kepler-351,Kepler-351 b,3,37.054919,0.214,0.273,1078,5643,,,
2544,Kepler-351,Kepler-351 c,3,57.24809,0.287,0.285,1078,5643,,,
2545,Kepler-351,Kepler-351 d,3,142.544247,,0.243,1078,5643,,,
2546,Kepler-352,Kepler-352 b,2,10.05537,0.085,0.077,279,5212,,,
2547,Kepler-352,Kepler-352 c,2,16.332995,0.118,0.111,279,5212,,,
2548,Kepler-353,Kepler-353 b,2,5.795278,0.051,0.079,333,3903,,,
2549,Kepler-353,Kepler-353 c,2,8.410894,0.065,0.123,333,3903,,,
2550,Kepler-354,Kepler-354 b,3,5.47666,0.054,0.164,574,4648,,,
2551,Kepler-354,Kepler-354 c,3,16.934402,0.115,0.117,574,4648,,,
2552,Kepler-354,Kepler-354 d,3,24.209842,0.146,0.111,574,4648,,,
2553,Kepler-355,Kepler-355 b,2,11.03189,0.102,0.13,1143,6184,,,
2554,Kepler-355,Kepler-355 c,2,25.762294,0.179,0.242,1143,6184,,,
2555,Kepler-356,Kepler-356 b,2,4.612696,0.057,0.14,639,6133,,,
2556,Kepler-356,Kepler-356 c,2,13.121632,0.115,0.161,639,6133,,,
2557,Kepler-357,Kepler-357 b,3,6.475434,0.063,0.164,741,5036,,,
2558,Kepler-357,Kepler-357 c,3,16.85837,0.12,0.238,741,5036,,,
2559,Kepler-357,Kepler-357 d,3,49.499875,0.246,0.306,741,5036,,,
2560,Kepler-358,Kepler-358 b,2,34.060467,0.21,0.243,1067,5908,,,
2561,Kepler-358,Kepler-358 c,2,83.488369,0.381,0.254,1067,5908,,,
2562,Kepler-359,Kepler-359 b,3,25.563222,0.178,0.315,2037,6248,,,
2563,Kepler-359,Kepler-359 c,3,57.68802,0.307,0.384,2037,6248,,,
2564,Kepler-359,Kepler-359 d,3,77.095691,0.372,0.358,2037,6248,,,
2565,Kepler-36,Kepler-36 b,2,13.83989,0.1153,0.133,470,5911,1.07,,
2566,Kepler-36,Kepler-36 c,2,16.23855,0.1283,0.328,470,5911,1.07,,
2567,Kepler-360,Kepler-360 b,2,3.289672,0.044,0.147,881,6053,,,
2568,Kepler-360,Kepler-360 c,2,7.186434,0.075,0.187,881,6053,,,
2569,Kepler-361,Kepler-361 b,2,8.486616,0.086,0.129,800,6169,,,
2570,Kepler-361,Kepler-361 c,2,55.188023,0.3,0.225,800,6169,,,
2571,Kepler-362,Kepler-362 b,2,10.327186,0.087,0.079,658,5788,,,
2572,Kepler-362,Kepler-362 c,2,37.866281,0.207,0.129,658,5788,,,
2573,Kepler-363,Kepler-363 b,3,3.614568,0.048,0.103,606,5593,,,
2574,Kepler-363,Kepler-363 c,3,7.542427,0.079,0.151,606,5593,,,
2575,Kepler-363,Kepler-363 d,3,11.932125,0.107,0.183,606,5593,,,
2576,Kepler-364,Kepler-364 b,2,25.745718,0.178,0.138,941,6108,,,
2577,Kepler-364,Kepler-364 c,2,59.980627,0.312,0.192,941,6108,,,
2578,Kepler-365,Kepler-365 b,2,10.664903,0.098,0.182,950,6012,,,
2579,Kepler-365,Kepler-365 c,2,17.784129,0.137,0.146,950,6012,,,
2580,Kepler-366,Kepler-366 b,2,3.281959,0.045,0.13,1156,6209,,,
2581,Kepler-366,Kepler-366 c,2,12.51616,0.11,0.16,1156,6209,,,
2582,Kepler-367,Kepler-367 b,2,37.815724,0.201,0.116,198,4710,,,
2583,Kepler-367,Kepler-367 c,2,53.578637,0.253,0.107,198,4710,,,
2584,Kepler-368,Kepler-368 b,2,26.84768,0.186,0.291,488,5502,,,
2585,Kepler-368,Kepler-368 c,2,72.379334,0.36,0.346,488,5502,,,
2586,Kepler-369,Kepler-369 b,2,2.732756,0.03,0.101,214,3591,,,
2587,Kepler-369,Kepler-369 c,2,14.871572,0.094,0.126,214,3591,,,
2588,Kepler-37,Kepler-37 b,4,13.36731,,0.03,66,5417,0.87,,
2589,Kepler-37,Kepler-37 c,4,21.302,,0.067,66,5417,0.87,,
2590,Kepler-37,Kepler-37 d,4,39.7922,,0.173,66,5417,0.87,,
2591,Kepler-37,Kepler-37 e,4,51.196,,,66,5417,0.87,,
2592,Kepler-370,Kepler-370 b,2,4.57953,0.054,0.142,1078,5852,,,
2593,Kepler-370,Kepler-370 c,2,19.02293,0.14,0.17,1078,5852,,,
2594,Kepler-371,Kepler-371 b,2,34.763278,0.2,0.169,603,5666,,,
2595,Kepler-371,Kepler-371 c,2,67.968015,0.313,0.159,603,5666,,,
2596,Kepler-372,Kepler-372 b,3,6.849692,0.075,0.121,1378,6509,,,
2597,Kepler-372,Kepler-372 c,3,20.053763,0.154,0.186,1378,6509,,,
2598,Kepler-372,Kepler-372 d,3,30.092568,0.201,0.151,1378,6509,,,
2599,Kepler-373,Kepler-373 b,2,5.535309,0.06,0.121,718,5787,,,
2600,Kepler-373,Kepler-373 c,2,16.725948,0.126,0.111,718,5787,,,
2601,Kepler-374,Kepler-374 b,3,1.897806,0.029,0.092,978,5977,,,
2602,Kepler-374,Kepler-374 c,3,3.282807,0.042,0.098,978,5977,,,
2603,Kepler-374,Kepler-374 d,3,5.028219,0.056,0.117,978,5977,,,
2604,Kepler-375,Kepler-375 b,2,12.125934,0.101,0.129,1209,5826,,,
2605,Kepler-375,Kepler-375 c,2,19.986326,0.141,0.236,1209,5826,,,
2606,Kepler-376,Kepler-376 b,2,4.920199,0.057,0.095,806,5900,,,
2607,Kepler-376,Kepler-376 c,2,14.172327,0.115,0.16,806,5900,,,
2608,Kepler-377,Kepler-377 b,2,12.509529,0.109,0.124,791,5949,,,
2609,Kepler-377,Kepler-377 c,2,27.014976,0.182,0.184,791,5949,,,
2610,Kepler-378,Kepler-378 b,2,16.092361,0.112,0.067,155,4661,,,
2611,Kepler-378,Kepler-378 c,2,28.906009,0.166,0.062,155,4661,,,
2612,Kepler-379,Kepler-379 b,2,20.09838,0.152,0.148,719,6054,,,
2613,Kepler-379,Kepler-379 c,2,62.784697,0.326,0.204,719,6054,,,
2614,Kepler-38,Kepler-38 b,1,105.599,0.4632,0.384,600,5623,0.94,4.4,G4 V
2615,Kepler-380,Kepler-380 b,2,3.930821,0.05,0.106,741,6045,,,
2616,Kepler-380,Kepler-380 c,2,7.630004,0.078,0.113,741,6045,,,
2617,Kepler-381,Kepler-381 b,2,5.629021,0.066,0.088,368,6152,,,
2618,Kepler-381,Kepler-381 c,2,13.391635,0.117,0.1,368,6152,,,
2619,Kepler-382,Kepler-382 b,2,5.262155,0.055,0.118,684,5600,,,
2620,Kepler-382,Kepler-382 c,2,12.162701,0.097,0.142,684,5600,,,
2621,Kepler-383,Kepler-383 b,2,12.904532,0.095,0.118,470,4710,,,
2622,Kepler-383,Kepler-383 c,2,31.200751,0.172,0.111,470,4710,,,
2623,Kepler-384,Kepler-384 b,2,22.597053,0.148,0.1,559,5577,,,
2624,Kepler-384,Kepler-384 c,2,45.348269,0.236,0.101,559,5577,,,
2625,Kepler-385,Kepler-385 b,2,10.043686,0.097,0.244,1550,6326,,,
2626,Kepler-385,Kepler-385 c,2,15.163161,0.127,0.271,1550,6326,,,
2627,Kepler-386,Kepler-386 b,2,12.31043,0.096,0.124,847,5178,,,
2628,Kepler-386,Kepler-386 c,2,25.193458,0.155,0.141,847,5178,,,
2629,Kepler-387,Kepler-387 b,2,6.791636,0.068,0.092,714,5774,,,
2630,Kepler-387,Kepler-387 c,2,11.837549,0.098,0.079,714,5774,,,
2631,Kepler-388,Kepler-388 b,2,3.173315,0.036,0.072,425,4498,,,
2632,Kepler-388,Kepler-388 c,2,13.297004,0.093,0.077,425,4498,,,
2633,Kepler-389,Kepler-389 b,2,3.244107,0.041,0.135,977,5376,,,
2634,Kepler-389,Kepler-389 c,2,14.51143,0.11,0.13,977,5376,,,
2635,Kepler-39,Kepler-39 b,1,21.08721,0.164,1.24,1200,6350,1.29,3.7,F7 V
2636,Kepler-390,Kepler-390 b,2,6.738088,0.065,0.073,435,5166,,,
2637,Kepler-390,Kepler-390 c,2,13.060022,0.101,0.07,435,5166,,,
2638,Kepler-391,Kepler-391 b,2,7.416755,0.082,0.285,1064,4940,,,
2639,Kepler-391,Kepler-391 c,2,20.485435,0.161,0.316,1064,4940,,,
2640,Kepler-392,Kepler-392 b,2,5.341853,0.059,0.089,673,5938,,,
2641,Kepler-392,Kepler-392 c,2,10.423118,0.093,0.098,673,5938,,,
2642,Kepler-393,Kepler-393 b,2,9.182417,0.091,0.115,789,6189,,,
2643,Kepler-393,Kepler-393 c,2,14.613612,0.124,0.119,789,6189,,,
2644,Kepler-394,Kepler-394 b,2,8.005013,0.083,0.143,1297,6402,,,
2645,Kepler-394,Kepler-394 c,2,12.130686,0.11,0.148,1297,6402,,,
2646,Kepler-395,Kepler-395 b,2,7.054346,0.061,0.092,360,4262,,,
2647,Kepler-395,Kepler-395 c,2,34.989262,0.177,0.118,360,4262,,,
2648,Kepler-396,Kepler-396 b,2,42.994,,0.312,233,5384,,,
2649,Kepler-396,Kepler-396 c,2,88.505,,0.473,233,5384,,,
2650,Kepler-397,Kepler-397 b,2,22.250949,0.144,0.219,969,5307,,,
2651,Kepler-397,Kepler-397 c,2,135.498527,0.48,0.551,969,5307,,,
2652,Kepler-398,Kepler-398 b,3,4.081423,0.044,0.083,185,4493,,,
2653,Kepler-398,Kepler-398 c,3,11.419412,0.087,0.09,185,4493,,,
2654,Kepler-398,Kepler-398 d,3,6.83437001,,0.079,185,4493,,,
2655,Kepler-399,Kepler-399 b,3,14.425281,0.103,0.086,699,5502,,,
2656,Kepler-399,Kepler-399 c,3,26.67569,0.155,0.128,699,5502,,,
2657,Kepler-399,Kepler-399 d,3,58.034616,0.261,0.169,699,5502,,,
2658,Kepler-4,Kepler-4 b,1,3.21346,0.0456,0.357,550,5857,1.22,,
2659,Kepler-40,Kepler-40 b,1,6.87349,0.08,1.17,2700,6510,1.48,3.5,F5 IV
2660,Kepler-400,Kepler-400 b,2,9.024389,0.087,0.147,709,5886,,,
2661,Kepler-400,Kepler-400 c,2,17.340824,0.134,0.133,709,5886,,,
2662,Kepler-401,Kepler-401 b,3,14.383035,0.122,0.153,739,6117,,,
2663,Kepler-401,Kepler-401 c,3,47.318218,0.269,0.192,739,6117,,,
2664,Kepler-401,Kepler-401 d,3,184.256405,,0.203,739,6117,,,
2665,Kepler-402,Kepler-402 b,4,4.028751,0.051,0.109,720,6090,,,
2666,Kepler-402,Kepler-402 c,4,6.124821,0.068,0.139,720,6090,,,
2667,Kepler-402,Kepler-402 d,4,8.921099,0.087,0.123,720,6090,,,
2668,Kepler-402,Kepler-402 e,4,11.242861,0.102,0.13,720,6090,,,
2669,Kepler-403,Kepler-403 b,3,7.031462,0.076,0.112,671,6090,,,
2670,Kepler-403,Kepler-403 c,3,54.280749,0.297,0.156,671,6090,,,
